"yr","country","beds","physicians","population","health_spend","mortality"
2023,"IBRD only",0,0,4952554878,0,0
2024,"IBRD only",0,0,4979720059,0,0
2019,"IDA & IBRD total",0,0,6594502842,0,152.5679652172
2021,"IDA & IBRD total",0,0,6732972939,0,178.6313944182
2022,"IDA & IBRD total",0,0,6795050443,0,170.4586805833
2023,"IDA & IBRD total",0,0,6858864199,0,0
2024,"IDA & IBRD total",0,0,6926456321,0,0
2019,"IDA blend",0,0,614017319,0,0
2021,"IDA blend",0,0,639196319,0,0
2022,"IDA blend",0,0,651895919,0,0
2023,"IDA blend",0,0,664395892,0,0
2024,"IDA blend",0,0,676957651,0,0
2019,"IDA only",0,0,1135124109,0,0
2021,"IDA only",0,0,1188242200,0,0
2022,"IDA only",0,0,1214632171,0,0
2023,"IDA only",0,0,1241913429,0,0
2024,"IDA only",0,0,1269778611,0,0
2019,"IDA total",0,0,1749141428,0,0
2021,"IDA total",0,0,1827438519,0,0
2022,"IDA total",0,0,1866528090,0,0
2023,"IDA total",0,0,1906309321,0,0
2024,"IDA total",0,0,1946736262,0,0
2023,"Iceland",0,0,393349,472999995330.069,0
2022,"India",0,0,1425423212,0,209.8355
2023,"India",0,0,1438069596,0,0
2023,"Indonesia",0,0,281190067,0,0
2020,"Iran, Islamic Rep.",0,0,87723443,0,119.974
2022,"Iran, Islamic Rep.",0,0,89524246,0,108.425
2023,"Iran, Islamic Rep.",0,0,90608707,0,0
2023,"Iraq",0,0,45074049,0,0
2024,"Iraq",0,0,46042015,0,0
2022,"Ireland",0,0,5212836,0,0
2023,"Ireland",0,0,5307600,0,0
2019,"Isle of Man",0,0,83957,0,66.2585
2020,"Isle of Man",0,0,84064,0,67.2805
2021,"Isle of Man",0,0,84106,0,68.9255
2022,"Isle of Man",0,0,84132,0,67.143
2023,"Isle of Man",0,0,84165,0,0
2024,"Isle of Man",0,0,84160,0,0
2023,"Israel",0,0,9849000,0,0
2023,"Italy",0,0,58993475,0,0
2020,"Jamaica",0,0,2830739,0,161.315
2022,"Jamaica",0,0,2839144,0,176.676
2023,"Jamaica",0,0,2839786,0,0
2022,"Japan",0,0,125124989,1.087776e+14,0
2023,"Japan",0,0,124516650,0,0
2020,"Jordan",0,0,10865228,0,93.7465
2022,"Jordan",0,0,11256263,0,102.833
2023,"Jordan",0,0,11439213,0,0
2022,"Kazakhstan",0,0,20034609,5646330209470.55,197.319
2023,"Kazakhstan",0,0,20330104,5956797522160.71,0
2020,"Kenya",0,0,52217334,316579452448.1,344.09
2023,"Kenya",0,0,55339003,88131593343.05,0
2019,"Kiribati",0,0,123921,34065463.83,189.2385
2020,"Kiribati",0,0,126099,28927749.02,186.9765
2021,"Kiribati",0,0,128377,34363850.49,184.081
2022,"Kiribati",0,0,130469,39357444.06,184.715
2023,"Kiribati",0,0,132530,42126200,0
2024,"Kiribati",0,0,134518,0,0
2019,"Korea, Dem. People's Rep.",0,0,26037632,0,144.123
2020,"Korea, Dem. People's Rep.",0,0,26136312,0,144.3095
2021,"Korea, Dem. People's Rep.",0,0,26232534,0,145.3465
2022,"Korea, Dem. People's Rep.",0,0,26328845,0,138.413
2023,"Korea, Dem. People's Rep.",0,0,26418204,0,0
2024,"Korea, Dem. People's Rep.",0,0,26498823,0,0
2022,"Korea, Rep.",0,0,51672569,0,39.492
2023,"Korea, Rep.",0,0,51712619,0,0
2019,"Kosovo",0,0,1788891,178606115.06,71.6735
2020,"Kosovo",0,0,1790151,252969646.12,81.343
2021,"Kosovo",0,0,1786079,276481265.6,84.171
2022,"Kosovo",0,0,1768096,238148908.77,69.7985
2023,"Kosovo",0,0,1682668,298440666.24,0
2024,"Kosovo",0,0,1527324,0,0
2022,"Kuwait",0,0,4589643,0,42.8425
2023,"Kuwait",0,0,4853420,0,0
2020,"Kyrgyz Republic",0,0,6726596,39277572000,192.9765
2022,"Kyrgyz Republic",0,0,6975220,55593200000,182.777
2023,"Kyrgyz Republic",0,0,7099750,66236110000,0
2022,"Lao PDR",0,0,7559007,0,168.7955
2023,"Lao PDR",0,0,7664993,0,0
2019,"Late-demographic dividend",0,0,2309164437,0,94.86543223485
2021,"Late-demographic dividend",0,0,2320449542,0,100.6027710724
2022,"Late-demographic dividend",0,0,2324125644,0,97.0114661969
2023,"Late-demographic dividend",0,0,2326636900,0,0
2024,"Late-demographic dividend",0,0,2328890789,0,0
2019,"Latin America & Caribbean",0,0,640962372,0,129.23436304505
2021,"Latin America & Caribbean",0,0,649234493,0,173.8225412773
2022,"Latin America & Caribbean",0,0,653104795,0,151.24093897875
2023,"Latin America & Caribbean",0,0,657617663,0,0
2024,"Latin America & Caribbean",0,0,662185950,0,0
2019,"Latin America & Caribbean (IDA & IBRD)",0,0,625467307,0,129.84494243615
2021,"Latin America & Caribbean (IDA & IBRD)",0,0,633862610,0,174.7756640123
2022,"Latin America & Caribbean (IDA & IBRD)",0,0,637837815,0,152.4457988404
2023,"Latin America & Caribbean (IDA & IBRD)",0,0,642397939,0,0
2024,"Latin America & Caribbean (IDA & IBRD)",0,0,647003746,0,0
2019,"Latin America & Caribbean (excluding high income)",0,0,573311679,0,129.336540539
2021,"Latin America & Caribbean (excluding high income)",0,0,581884231,0,176.9374882727
2022,"Latin America & Caribbean (excluding high income)",0,0,585648822,0,152.77468627085
2023,"Latin America & Caribbean (excluding high income)",0,0,589889543,0,0
2024,"Latin America & Caribbean (excluding high income)",0,0,594158638,0,0
2022,"Latvia",0,0,1879383,2319557000,0
2023,"Latvia",0,0,1877445,0,0
2019,"Least developed countries: UN classification",0,0,1058013514,0,217.11058319735
2021,"Least developed countries: UN classification",0,0,1109175268,0,236.73902982325
2022,"Least developed countries: UN classification",0,0,1134585604,0,225.94686742665
2023,"Least developed countries: UN classification",0,0,1160824674,0,0
2024,"Least developed countries: UN classification",0,0,1187777591,0,0
2020,"Lebanon",0,0,5702398,0,75.0825
2022,"Lebanon",0,0,5744489,0,110.331
2023,"Lebanon",0,0,5773493,0,0
2019,"Lesotho",0,0,2209405,0,461.537
2020,"Lesotho",0,0,2235727,0,449.014
2021,"Lesotho",0,0,2261542,0,492.8125
2023,"Lesotho",0,0,2311472,0,0
2024,"Lesotho",0,0,2337423,0,0
2023,"Liberia",0,0,5493031,0,0
2024,"Liberia",0,0,5612817,0,0
2019,"Libya",0,0,6951033,0,160.1345
2020,"Libya",0,0,7045399,0,154.037
2021,"Libya",0,0,7135175,0,159.5005
2022,"Libya",0,0,7223805,0,158.149
2023,"Libya",0,0,7305659,0,0
2024,"Libya",0,0,7381023,0,0
2019,"Liechtenstein",0,0,38563,0,0
2020,"Liechtenstein",0,0,38901,0,0
2021,"Liechtenstein",0,0,39182,0,0
2022,"Liechtenstein",0,0,39493,0,0
2023,"Liechtenstein",0,0,39850,0,0
2024,"Liechtenstein",0,0,40197,0,0
2023,"Lithuania",0,0,2871585,0,0
2019,"Low & middle income",0,0,6243849229,0,153.1151901909
2021,"Low & middle income",0,0,6378645843,0,178.9098112343
2022,"Low & middle income",0,0,6438272260,0,170.64624219245
2023,"Low & middle income",0,0,6499219471,0,0
2024,"Low & middle income",0,0,6563719861,0,0
2022,"Low income",0,0,591481496,0,253.6104736643
2023,"Low income",0,0,607774703,0,0
2022,"Lower middle income",0,0,3043358377,0,205.57883994845
2023,"Lower middle income",0,0,3082002881,0,0
2020,"Luxembourg",0,0,630419,6893899000,52.9335
2022,"Luxembourg",0,0,653103,7766334000,48.6695
2023,"Luxembourg",0,0,666430,0,0
2019,"Macao SAR, China",0,0,672000,8810045086.08,37.5025
2020,"Macao SAR, China",0,0,685400,10435461127.75,36.346
2021,"Macao SAR, China",0,0,682500,12262528378.1,35.1525
2022,"Macao SAR, China",0,0,677300,13946425440.77,36.204
2023,"Macao SAR, China",0,0,678800,10718071969.2,0
2024,"Macao SAR, China",0,0,687000,0,0
2019,"Madagascar",0,0,28219554,0,211.4745
2020,"Madagascar",0,0,28953556,0,220.5465
2021,"Madagascar",0,0,29691083,0,234.1175
2022,"Madagascar",0,0,30437261,0,225.393
2023,"Madagascar",0,0,31195932,0,0
2024,"Madagascar",0,0,31964956,0,0
2023,"Malawi",0,0,21104482,0,0
2022,"Malaysia",0,0,34695493,0,108.7125
2023,"Malaysia",0,0,35126298,0,0
2020,"Maldives",0,0,502118,0,49.227
2021,"Maldives",0,0,516154,0,46.4505
2022,"Maldives",0,0,524106,0,45.999
2023,"Maldives",0,0,525994,0,0
2024,"Maldives",0,0,527799,0,0
2020,"Mali",0,0,21713836,0,284.976
2023,"Mali",0,0,23769127,0,0
2022,"Malta",0,0,531113,966069000,37.6805
2023,"Malta",0,0,552747,0,0
2019,"Marshall Islands",0,0,44007,0,270.434
2020,"Marshall Islands",0,0,42706,0,267.19
2021,"Marshall Islands",0,0,41367,0,262.914
2022,"Marshall Islands",0,0,40077,0,264.5195
2023,"Marshall Islands",0,0,38827,0,0
2024,"Marshall Islands",0,0,37548,0,0
2023,"Mauritania",0,0,5022441,0,0
2024,"Mauritania",0,0,5169395,0,0
2023,"Mauritius",0,0,1261041,17193054622.2918,0
2022,"Mexico",0,0,128613117,0,145.7665
2023,"Mexico",0,0,129739759,0,0
2019,"Micronesia, Fed. Sts.",0,0,110282,31393749,153.6075
2021,"Micronesia, Fed. Sts.",0,0,111624,0,163.363
2022,"Micronesia, Fed. Sts.",0,0,112114,0,161.1815
2023,"Micronesia, Fed. Sts.",0,0,112630,0,0
2024,"Micronesia, Fed. Sts.",0,0,113160,0,0
2019,"Middle East & North Africa (IDA & IBRD)",0,0,675805691,0,123.45857372165
2021,"Middle East & North Africa (IDA & IBRD)",0,0,699536053,0,135.367452051
2022,"Middle East & North Africa (IDA & IBRD)",0,0,711465045,0,132.94904020525
2023,"Middle East & North Africa (IDA & IBRD)",0,0,723911670,0,0
2024,"Middle East & North Africa (IDA & IBRD)",0,0,736401764,0,0
2019,"Middle East & North Africa (excluding high income)",0,0,680490997,0,123.19668462675
2021,"Middle East & North Africa (excluding high income)",0,0,704458802,0,135.15297439545
2022,"Middle East & North Africa (excluding high income)",0,0,716508657,0,132.7619810875
2023,"Middle East & North Africa (excluding high income)",0,0,729077445,0,0
2024,"Middle East & North Africa (excluding high income)",0,0,741690916,0,0
2019,"Middle East and North Africa",0,0,742714463,0,115.4967955269
2021,"Middle East and North Africa",0,0,767578451,0,126.7443103471
2022,"Middle East and North Africa",0,0,782349366,0,124.0118430215
2023,"Middle East and North Africa",0,0,797801454,0,0
2024,"Middle East and North Africa",0,0,813118814,0,0
2019,"Middle income",0,0,5698868246,0,144.8080774646
2021,"Middle income",0,0,5802569225,0,170.9634548885
2022,"Middle income",0,0,5846790764,0,162.30769398215
2023,"Middle income",0,0,5891444768,0,0
2024,"Middle income",0,0,5939111763,0,0
2022,"Moldova",0,0,2528654,25770400000,210.893
2023,"Moldova",0,0,2457783,29825700000,0
2021,"Monaco",0,0,38527,0,0
2022,"Monaco",0,0,38931,0,0
2023,"Monaco",0,0,38956,0,0
2024,"Monaco",0,0,38631,0,0
2022,"Mongolia",0,0,3433748,0,170.7735
2023,"Mongolia",0,0,3481145,0,0
2023,"Montenegro",0,0,623529,0,0
2020,"Morocco",0,0,36584208,0,107.563
2022,"Morocco",0,0,37329064,0,101.2745
2023,"Morocco",0,0,37712505,0,0
2023,"Mozambique",0,0,33635160,0,0
2024,"Mozambique",0,0,34631766,0,0
2020,"Myanmar",0,0,53016522,0,200.8735
2021,"Myanmar",0,0,53387102,0,221.444
2022,"Myanmar",0,0,53756787,0,197.9595
2023,"Myanmar",0,0,54133798,0,0
2024,"Myanmar",0,0,54500091,0,0
2023,"Namibia",0,0,2963095,0,0
2024,"Namibia",0,0,3030131,0,0
2019,"Nauru",0,0,11587,0,326.1975
2020,"Nauru",0,0,11643,0,326.0625
2021,"Nauru",0,0,11709,0,322.9065
2022,"Nauru",0,0,11801,0,317.746
2023,"Nauru",0,0,11875,0,0
2024,"Nauru",0,0,11947,0,0
2022,"Nepal",0,0,29715436,0,160.9205
2023,"Nepal",0,0,29694614,0,0
2022,"Netherlands",0,0,17700982,1.36689e+11,0
2023,"Netherlands",0,0,17877117,0,0
2019,"New Caledonia",0,0,283606,0,81.7785
2020,"New Caledonia",0,0,284176,0,78.4915
2021,"New Caledonia",0,0,285214,0,86.5495
2022,"New Caledonia",0,0,287123,0,79.2185
2023,"New Caledonia",0,0,289870,0,0
2024,"New Caledonia",0,0,292639,0,0
2023,"New Zealand",0,0,5245000,0,0
2020,"Nicaragua",0,0,6565267,0,165.635
2022,"Nicaragua",0,0,6730654,0,135.9065
2023,"Nicaragua",0,0,6823613,0,0
2021,"Niger",0,0,24502140,0,248.599
2023,"Niger",0,0,26159867,0,0
2024,"Niger",0,0,27032412,0,0
2020,"Nigeria",0,0,213996181,0,367.12
2023,"Nigeria",0,0,227882945,0,0
2019,"North America",0,0,367908829,0,103.7635257779
2021,"North America",0,0,370404272,0,135.52265278105
2022,"North America",0,0,373018004,0,0
2023,"North America",0,0,376954413,0,0
2024,"North America",0,0,381464223,0,0
2022,"North Macedonia",0,0,1831712,0,100.6555
2023,"North Macedonia",0,0,1827816,0,0
2019,"Northern Mariana Islands",0,0,48129,0,0
2020,"Northern Mariana Islands",0,0,47528,0,0
2021,"Northern Mariana Islands",0,0,46979,0,0
2022,"Northern Mariana Islands",0,0,46078,0,0
2023,"Northern Mariana Islands",0,0,45143,0,0
2024,"Northern Mariana Islands",0,0,44278,0,0
2022,"Norway",0,0,5457127,4.84644e+11,50.12
2023,"Norway",0,0,5519594,0,0
2024,"Norway",0,0,5572272,0,0
2019,"OECD members",0,0,1364155119,0,85.01446459945
2021,"OECD members",0,0,1371811773,0,110.91530490625
2022,"OECD members",0,0,1379097485,0,0
2023,"OECD members",0,0,1388472514,0,0
2024,"OECD members",0,0,1396914190,0,0
2023,"Oman",0,0,5049269,0,0
2019,"Other small states",0,0,12281907,0,136.5608760933
2021,"Other small states",0,0,12541889,0,153.7612273752
2022,"Other small states",0,0,12699005,0,154.5471695863
2023,"Other small states",0,0,12842214,0,0
2024,"Other small states",0,0,12969162,0,0
2019,"Pacific island small states",0,0,2568656,0,187.1540576671
2020,"Pacific island small states",0,0,2595522,0,184.6991095947
2021,"Pacific island small states",0,0,2625493,0,186.6100836287
2022,"Pacific island small states",0,0,2656049,0,183.49238971725
2023,"Pacific island small states",0,0,2689224,0,0
2024,"Pacific island small states",0,0,2722467,0,0
2020,"Pakistan",0,0,235001746,0,177.916
2022,"Pakistan",0,0,243700667,0,178.682
2023,"Pakistan",0,0,247504495,0,0
2019,"Palau",0,0,17798,0,0
2021,"Palau",0,0,17783,0,0
2022,"Palau",0,0,17759,0,0
2023,"Palau",0,0,17727,0,0
2024,"Palau",0,0,17695,0,0
2022,"Panama",0,0,4400773,0,118.1245
2023,"Panama",0,0,4458759,0,0
2020,"Papua New Guinea",0,0,9815746,0,221.0215
2022,"Papua New Guinea",0,0,10203169,0,219.4045
2023,"Papua New Guinea",0,0,10389635,0,0
2024,"Papua New Guinea",0,0,10576502,0,0
2023,"Paraguay",0,0,6844146,0,0
2020,"Peru",0,0,32838579,0,143.8615
2023,"Peru",0,0,33845617,0,0
2022,"Philippines",0,0,113964338,0,130.8585
2023,"Philippines",0,0,114891199,0,0
2022,"Poland",0,0,36821749,365884620000,0
2023,"Poland",0,0,36687353,0,0
2022,"Portugal",0,0,10434332,18407434000,70.729
2023,"Portugal",0,0,10578174,0,0
2019,"Post-demographic dividend",0,0,1114907717,0,78.02745327865
2021,"Post-demographic dividend",0,0,1116609473,0,99.5040367328
2022,"Post-demographic dividend",0,0,1117926537,0,0
2023,"Post-demographic dividend",0,0,1121892872,0,0
2024,"Post-demographic dividend",0,0,1128430188,0,0
2019,"Pre-demographic dividend",0,0,972302503,0,280.708931615
2021,"Pre-demographic dividend",0,0,1024960313,0,300.15262774785
2022,"Pre-demographic dividend",0,0,1051201551,0,290.41176367905
2023,"Pre-demographic dividend",0,0,1078224044,0,0
2024,"Pre-demographic dividend",0,0,1105951788,0,0
2019,"Puerto Rico",0,0,3302691,0,98.82
2020,"Puerto Rico",0,0,3281590,0,122.6925
2021,"Puerto Rico",0,0,3262711,0,107.436
2022,"Puerto Rico",0,0,3220137,0,100.3075
2023,"Puerto Rico",0,0,3203792,0,0
2024,"Puerto Rico",0,0,3203295,0,0
2020,"Qatar",0,0,2794148,0,50.0355
2022,"Qatar",0,0,2657333,0,38.849
2023,"Qatar",0,0,2656032,0,0
2022,"Romania",0,0,19048502,0,123.3805
2023,"Romania",0,0,19059479,0,0
2021,"Russian Federation",0,0,144746762,0,0
2022,"Russian Federation",0,0,144236933,0,0
2023,"Russian Federation",0,0,143826130,0,0
2024,"Russian Federation",0,0,143533851,0,0
2020,"Rwanda",0,0,13065837,0,226.604
2022,"Rwanda",0,0,13651030,0,223.5305
2023,"Rwanda",0,0,13954471,0,0
2019,"Samoa",0,0,209780,0,146.4925
2022,"Samoa",0,0,215261,0,139.955
2023,"Samoa",0,0,216663,0,0
2024,"Samoa",0,0,218019,0,0
2019,"San Marino",0,0,34663,181794522,0
2020,"San Marino",0,0,34770,188726354,0
2021,"San Marino",0,0,34252,179907547,0
2022,"San Marino",0,0,33755,187274837,0
2023,"San Marino",0,0,33860,0,0
2024,"San Marino",0,0,33977,0,0
2020,"Sao Tome and Principe",0,0,217435,0,235.8345
2021,"Sao Tome and Principe",0,0,221961,0,238.3995
2022,"Sao Tome and Principe",0,0,226305,0,222.6895
2023,"Sao Tome and Principe",0,0,230871,0,0
2024,"Sao Tome and Principe",0,0,235536,0,0
2023,"Saudi Arabia",0,0,33702731,0,0
2023,"Senegal",0,0,18077573,0,0
2024,"Senegal",0,0,18501984,0,0
2022,"Serbia",0,0,6664449,0,107.28
2023,"Serbia",0,0,6623183,0,0
2020,"Seychelles",0,0,98462,0,151.808
2021,"Seychelles",0,0,99258,0,172.8235
2023,"Seychelles",0,0,119773,0,0
2024,"Seychelles",0,0,121354,0,0
2021,"Sierra Leone",0,0,8094602,0,248.1375
2023,"Sierra Leone",0,0,8460512,0,0
2024,"Sierra Leone",0,0,8642022,0,0
2022,"Singapore",0,0,5637022,17477645753.09,43.042
2023,"Singapore",0,0,5917648,17196150157.462,0
2019,"Sint Maarten (Dutch part)",0,0,40385,0,95.4495
2020,"Sint Maarten (Dutch part)",0,0,41008,0,98.0465
2021,"Sint Maarten (Dutch part)",0,0,41571,0,109.206
2022,"Sint Maarten (Dutch part)",0,0,42139,0,105.244
2023,"Sint Maarten (Dutch part)",0,0,42749,0,0
2024,"Sint Maarten (Dutch part)",0,0,43350,0,0
2022,"Slovak Republic",0,0,5431752,13498335000,0
2023,"Slovak Republic",0,0,5426740,0,0
2022,"Slovenia",0,0,2112076,8558101000,0
2023,"Slovenia",0,0,2120461,0,0
2019,"Small states",0,0,19293697,0,148.24350234625
2021,"Small states",0,0,19646549,0,165.94406919005
2022,"Small states",0,0,19852364,0,165.1082917705
2023,"Small states",0,0,20051342,0,0
2024,"Small states",0,0,20230689,0,0
2019,"Solomon Islands",0,0,728147,0,165.6885
2020,"Solomon Islands",0,0,744498,0,165.397
2021,"Solomon Islands",0,0,762591,0,162.976
2022,"Solomon Islands",0,0,781066,0,161.645
2023,"Solomon Islands",0,0,800005,0,0
2024,"Solomon Islands",0,0,819198,0,0
2019,"Somalia",0,0,16030971,2977923.19,289.1175
2020,"Somalia",0,0,16651191,0,316.723
2021,"Somalia",0,0,17271431,0,338.2635
2022,"Somalia",0,0,17801897,0,330.6365
2023,"Somalia",0,0,18358615,0,0
2024,"Somalia",0,0,19009151,0,0
2020,"South Africa",0,0,60562381,532303469000,305.2715
2022,"South Africa",0,0,62378410,617700682839.337,362.049
2023,"South Africa",0,0,63212384,0,0
2019,"South Asia",0,0,1605412986,0,163.8773162676
2021,"South Asia",0,0,1634785356,0,207.88130279765
2022,"South Asia",0,0,1648009565,0,197.0886182371
2023,"South Asia",0,0,1662580579,0,0
2024,"South Asia",0,0,1677384532,0,0
2019,"South Asia (IDA & IBRD)",0,0,1605412986,0,163.8773162676
2021,"South Asia (IDA & IBRD)",0,0,1634785356,0,207.88130279765
2022,"South Asia (IDA & IBRD)",0,0,1648009565,0,197.0886182371
2023,"South Asia (IDA & IBRD)",0,0,1662580579,0,0
2024,"South Asia (IDA & IBRD)",0,0,1677384532,0,0
2021,"South Sudan",0,0,10865780,0,348.3605
2022,"South Sudan",0,0,11021177,0,342.707
2023,"South Sudan",0,0,11483374,0,0
2024,"South Sudan",0,0,11943408,0,0
2022,"Spain",0,0,47786102,1.79068e+11,0
2023,"Spain",0,0,48347910,0,0
2022,"Sri Lanka",0,0,22181000,0,108.573
2023,"Sri Lanka",0,0,22037000,0,0
2019,"St. Kitts and Nevis",0,0,46952,0,172.965
2020,"St. Kitts and Nevis",0,0,46870,0,172.8605
2021,"St. Kitts and Nevis",0,0,46763,0,172.8245
2022,"St. Kitts and Nevis",0,0,46709,0,168.0365
2023,"St. Kitts and Nevis",0,0,46758,0,0
2024,"St. Kitts and Nevis",0,0,46843,0,0
2019,"St. Lucia",0,0,177661,0,133.901
2020,"St. Lucia",0,0,178250,0,134.429
2021,"St. Lucia",0,0,178522,0,163.219
2022,"St. Lucia",0,0,178781,0,160.209
2023,"St. Lucia",0,0,179285,0,0
2024,"St. Lucia",0,0,179744,0,0
2019,"St. Martin (French part)",0,0,34267,0,59.1975
2020,"St. Martin (French part)",0,0,31786,0,58.145
2021,"St. Martin (French part)",0,0,29961,0,56.635
2022,"St. Martin (French part)",0,0,28870,0,56.072
2023,"St. Martin (French part)",0,0,27515,0,0
2024,"St. Martin (French part)",0,0,26129,0,0
2019,"St. Vincent and the Grenadines",0,0,104167,0,161.216
2020,"St. Vincent and the Grenadines",0,0,103526,0,164.03
2021,"St. Vincent and the Grenadines",0,0,102841,0,202.238
2022,"St. Vincent and the Grenadines",0,0,102046,0,211.9515
2023,"St. Vincent and the Grenadines",0,0,101323,0,0
2024,"St. Vincent and the Grenadines",0,0,100616,0,0
2019,"Sub-Saharan Africa",0,0,1139315618,0,280.0014432906
2021,"Sub-Saharan Africa",0,0,1199011925,0,301.31534139225
2022,"Sub-Saharan Africa",0,0,1229208573,0,293.4838469469
2023,"Sub-Saharan Africa",0,0,1259902353,0,0
2024,"Sub-Saharan Africa",0,0,1291058694,0,0
2019,"Sub-Saharan Africa (IDA & IBRD)",0,0,1139315618,0,280.0014432906
2021,"Sub-Saharan Africa (IDA & IBRD)",0,0,1199011925,0,301.31534139225
2022,"Sub-Saharan Africa (IDA & IBRD)",0,0,1229208573,0,293.4838469469
2023,"Sub-Saharan Africa (IDA & IBRD)",0,0,1259902353,0,0
2024,"Sub-Saharan Africa (IDA & IBRD)",0,0,1291058694,0,0
2019,"Sub-Saharan Africa (excluding high income)",0,0,1023480610,0,280.0174278761
2021,"Sub-Saharan Africa (excluding high income)",0,0,1076774079,0,301.32872148575
2022,"Sub-Saharan Africa (excluding high income)",0,0,1103704408,0,293.4993885047
2023,"Sub-Saharan Africa (excluding high income)",0,0,1131090888,0,0
2024,"Sub-Saharan Africa (excluding high income)",0,0,1158877573,0,0
2019,"Sudan",0,0,45548175,0,204.763
2020,"Sudan",0,0,46789231,0,206.3615
2021,"Sudan",0,0,48066924,0,213.564
2022,"Sudan",0,0,49383346,0,210.265
2023,"Sudan",0,0,50042791,0,0
2024,"Sudan",0,0,50448963,0,0
2019,"Suriname",0,0,605768,0,180.4845
2020,"Suriname",0,0,612317,0,176.2835
2022,"Suriname",0,0,623164,0,200.267
2023,"Suriname",0,0,628886,0,0
2024,"Suriname",0,0,634431,0,0
2022,"Sweden",0,0,10486941,8.2128e+11,46.3135
2023,"Sweden",0,0,10536632,0,0
2022,"Switzerland",0,0,8777088,35910315617.95,44.27
2023,"Switzerland",0,0,8888093,35621387561.68,0
2019,"Syrian Arab Republic",0,0,20353534,0,149.1585
2020,"Syrian Arab Republic",0,0,21049429,0,138.1245
2021,"Syrian Arab Republic",0,0,21628839,0,136.555
2022,"Syrian Arab Republic",0,0,22462173,0,145.0455
2023,"Syrian Arab Republic",0,0,23594623,0,0
2024,"Syrian Arab Republic",0,0,24672760,0,0
2022,"Tajikistan",0,0,10182222,4674945974,144.2135
2023,"Tajikistan",0,0,10389799,6164615949.8,0
2020,"Tanzania",0,0,60972798,0,217.7555
2023,"Tanzania",0,0,66617606,0,0
2022,"Thailand",0,0,71735329,332723198178.163,119.963
2023,"Thailand",0,0,71702435,304783671117.91,0
2021,"Timor-Leste",0,0,1350139,0,180.5435
2022,"Timor-Leste",0,0,1369295,0,167.4985
2023,"Timor-Leste",0,0,1384286,0,0
2024,"Timor-Leste",0,0,1400638,0,0
2023,"Togo",0,0,9304337,0,0
2024,"Togo",0,0,9515236,0,0
2022,"Tonga",0,0,105042,0,189.4965
2023,"Tonga",0,0,104597,0,0
2024,"Tonga",0,0,104175,0,0
2022,"Trinidad and Tobago",0,0,1365805,0,148.6895
2023,"Trinidad and Tobago",0,0,1367510,0,0
2022,"Tunisia",0,0,12119334,0,109.051
2023,"Tunisia",0,0,12200431,0,0
2022,"Turkiye",0,0,84979913,941848322883.737,75.461
2023,"Turkiye",0,0,85325965,1936680627355.16,0
2022,"Turkmenistan",0,0,7230193,0,172.176
2023,"Turkmenistan",0,0,7364438,0,0
2024,"Turkmenistan",0,0,7494498,0,0
2019,"Turks and Caicos Islands",0,0,43166,0,101.1955
2020,"Turks and Caicos Islands",0,0,44386,0,102.576
2021,"Turks and Caicos Islands",0,0,45243,0,108.6
2022,"Turks and Caicos Islands",0,0,45847,0,105.6115
2023,"Turks and Caicos Islands",0,0,46198,0,0
2024,"Turks and Caicos Islands",0,0,46535,0,0
2019,"Tuvalu",0,0,10581,0,300.996
2021,"Tuvalu",0,0,10194,0,299.257
2022,"Tuvalu",0,0,9992,0,292.0225
2023,"Tuvalu",0,0,9816,0,0
2024,"Tuvalu",0,0,9646,0,0
2019,"Uganda",0,0,42999637,508507677637,289.2115
2021,"Uganda",0,0,45910930,0,293.8995
2023,"Uganda",0,0,48656601,0,0
2024,"Uganda",0,0,50015092,0,0
2019,"Ukraine",0,0,44957458,219836500000,145.4015
2020,"Ukraine",0,0,44680014,227277600000,179.3615
2021,"Ukraine",0,0,44298640,238522900000,193.0895
2022,"Ukraine",0,0,41048766,246957600000,238.1335
2023,"Ukraine",0,0,37732836,0,0
2024,"Ukraine",0,0,37860221,0,0
2022,"United Arab Emirates",0,0,10074977,0,57.129
2023,"United Arab Emirates",0,0,10483751,0,0
2023,"United Kingdom",0,0,68492000,0,0
2022,"United States",0,0,334017321,3.942596e+12,0
2023,"United States",0,0,336806231,0,0
2022,"Upper middle income",0,0,2803432387,0,118.27530363035
2023,"Upper middle income",0,0,2809441887,0,0
2020,"Uruguay",0,0,3398968,0,107.604
2023,"Uruguay",0,0,3388081,0,0
2022,"Uzbekistan",0,0,34938955,51756837651853.5,153.116
2023,"Uzbekistan",0,0,35652307,0,0
2020,"Vanuatu",0,0,298858,0,163.288
2021,"Vanuatu",0,0,305868,0,158.2795
2022,"Vanuatu",0,0,313046,0,166.2795
2023,"Vanuatu",0,0,320409,0,0
2024,"Vanuatu",0,0,327777,0,0
2020,"Venezuela, RB",0,0,28444077,0,175.712
2022,"Venezuela, RB",0,0,28213017,0,176.505
2023,"Venezuela, RB",0,0,28300854,0,0
2020,"Viet Nam",0,0,98079191,0,115.621
2022,"Viet Nam",0,0,99680655,0,127.8645
2023,"Viet Nam",0,0,100352192,0,0
2019,"Virgin Islands (U.S.)",0,0,106669,0,122.551
2020,"Virgin Islands (U.S.)",0,0,106290,0,122.9495
2021,"Virgin Islands (U.S.)",0,0,105870,0,126.26
2022,"Virgin Islands (U.S.)",0,0,105413,0,123.154
