"yr","country","beds","physicians","population","health_spend","mortality"
2023,"Timor-Leste",0,0,1.384286,0,0
2024,"Timor-Leste",0,0,1.400638,0,0
2023,"Togo",0,0,9.304337,0,0
2024,"Togo",0,0,9.515236,0,0
2022,"Tonga",0,0,0.105042,0,189.4965
2023,"Tonga",0,0,0.104597,0,0
2024,"Tonga",0,0,0.104175,0,0
2022,"Trinidad and Tobago",0,0,1.365805,0,148.6895
2023,"Trinidad and Tobago",0,0,1.36751,0,0
2022,"Tunisia",0,0,12.119334,0,109.051
2023,"Tunisia",0,0,12.200431,0,0
2022,"Turkiye",0,0,84.979913,941848.322883737,75.461
2023,"Turkiye",0,0,85.325965,1936680.62735516,0
2022,"Turkmenistan",0,0,7.230193,0,172.176
2023,"Turkmenistan",0,0,7.364438,0,0
2024,"Turkmenistan",0,0,7.494498,0,0
2019,"Turks and Caicos Islands",0,0,0.043166,0,101.1955
2020,"Turks and Caicos Islands",0,0,0.044386,0,102.576
2021,"Turks and Caicos Islands",0,0,0.045243,0,108.6
2022,"Turks and Caicos Islands",0,0,0.045847,0,105.6115
2023,"Turks and Caicos Islands",0,0,0.046198,0,0
2024,"Turks and Caicos Islands",0,0,0.046535,0,0
2019,"Tuvalu",0,0,0.010581,0,300.996
2021,"Tuvalu",0,0,0.010194,0,299.257
2022,"Tuvalu",0,0,0.009992,0,292.0225
2023,"Tuvalu",0,0,0.009816,0,0
2024,"Tuvalu",0,0,0.009646,0,0
2019,"Uganda",0,0,42.999637,508507.677637,289.2115
2021,"Uganda",0,0,45.91093,0,293.8995
2023,"Uganda",0,0,48.656601,0,0
2024,"Uganda",0,0,50.015092,0,0
2019,"Ukraine",0,0,44.957458,219836.5,145.4015
2020,"Ukraine",0,0,44.680014,227277.6,179.3615
2021,"Ukraine",0,0,44.29864,238522.9,193.0895
2022,"Ukraine",0,0,41.048766,246957.6,238.1335
2023,"Ukraine",0,0,37.732836,0,0
2024,"Ukraine",0,0,37.860221,0,0
2022,"United Arab Emirates",0,0,10.074977,0,57.129
2023,"United Arab Emirates",0,0,10.483751,0,0
2023,"United Kingdom",0,0,68.492,0,0
2022,"United States",0,0,334.017321,3942596,0
2023,"United States",0,0,336.806231,0,0
2022,"Upper middle income",0,0,2803.432387,0,118.27530363035
2023,"Upper middle income",0,0,2809.441887,0,0
2020,"Uruguay",0,0,3.398968,0,107.604
2023,"Uruguay",0,0,3.388081,0,0
2022,"Uzbekistan",0,0,34.938955,51756837.6518535,153.116
2023,"Uzbekistan",0,0,35.652307,0,0
2020,"Vanuatu",0,0,0.298858,0,163.288
2021,"Vanuatu",0,0,0.305868,0,158.2795
2022,"Vanuatu",0,0,0.313046,0,166.2795
2023,"Vanuatu",0,0,0.320409,0,0
2024,"Vanuatu",0,0,0.327777,0,0
2020,"Venezuela, RB",0,0,28.444077,0,175.712
2022,"Venezuela, RB",0,0,28.213017,0,176.505
2023,"Venezuela, RB",0,0,28.300854,0,0
2020,"Viet Nam",0,0,98.079191,0,115.621
2022,"Viet Nam",0,0,99.680655,0,127.8645
2023,"Viet Nam",0,0,100.352192,0,0
2019,"Virgin Islands (U.S.)",0,0,0.106669,0,122.551
2020,"Virgin Islands (U.S.)",0,0,0.10629,0,122.9495
2021,"Virgin Islands (U.S.)",0,0,0.10587,0,126.26
2022,"Virgin Islands (U.S.)",0,0,0.105413,0,123.154
2023,"Virgin Islands (U.S.)",0,0,0.104917,0,0
2024,"Virgin Islands (U.S.)",0,0,0.104377,0,0
2019,"West Bank and Gaza",0,0,4.685306,0,97.988
2020,"West Bank and Gaza",0,0,4.803269,0,105.665
2021,"West Bank and Gaza",0,0,4.922749,0,115.073
2022,"West Bank and Gaza",0,0,5.043612,0,115.453
2023,"West Bank and Gaza",0,0,5.165775,0,0
2024,"West Bank and Gaza",0,0,5.289152,0,0
2019,"World",0,0,7778.303912,0,140.7210087381
2021,"World",0,0,7920.861888,0,167.5767448148
2022,"World",0,0,7990.399768,0,166.6058588448
2023,"World",0,0,8064.976601,0,0
2024,"World",0,0,8142.056446,0,0
2019,"Yemen, Rep.",0,0,35.111408,0,215.5415
2020,"Yemen, Rep.",0,0,36.134863,0,220.15
2021,"Yemen, Rep.",0,0,37.14023,0,232.975
2022,"Yemen, Rep.",0,0,38.222876,0,233.566
2023,"Yemen, Rep.",0,0,39.390799,0,0
2024,"Yemen, Rep.",0,0,40.583164,0,0
2023,"Zambia",0,0,20.723965,0,0
2023,"Zimbabwe",0,0,16.340822,0,0
